,MAL_ID,Name_x,Japanese name,Type,Genres_x,Producer,Studio,sypnopsis,Voice Actors
10464,32792,Mobile Suit Gundam Unicorn RE:0096,機動戦士ガンダムUC（ユニコーン）RE:0096,TV,"Action, Drama, Mecha, Military, Sci-Fi, Space","['Bandai Visual', 'Sotsu', 'Kadokawa Shoten', 'Asatsu DK', 'Tohokushinsha Film Corporation', 'Nagoya TV Housou']",['Sunrise'],"By the year 0096 of the Universal Century, a fragile peace emerges from the ashes of conflict. Sixteen-year-old student Banagher Links visits the Industrial 7 space colony on a school field trip, but because of a broken shuttle, he is left completely stranded. To Banagher, who has always lived a normal life, war had always been a distant, almost mythical part of history; but within minutes, fantasy becomes reality when he rescues a girl named Audrey Burne, who urgently needs to meet with the leader of the nearby Vist Foundation, Cardeas Vist. She hopes to persuade him to withhold the ""Laplace's Box,"" an object that holds the potential to destroy the world. History is set in motion as galactic forces converge on Industrial 7, each vying for possession of the Laplace's Box. As Neo Zeon remnants clash with Earth Federation Forces around the colony, Cardeas, in his final moments, gives Banagher the key to the Box, a mobile suit dubbed ""The Unicorn Gundam."" Packed with explosive action and rising tension, Mobile Suit Gundam Unicorn RE:0096 follows Banagher as his conviction is tested and the destiny that has laid dormant for more than a century is finally realized.","['UchiyamaKouki', 'FujimuraAyumi', 'IkedaShuuichi', 'NaritaKen', 'KaidaYuuko', 'HirohashiRyou', 'FurukawaToshio', 'TezukaHideaki', 'TouchiHiroki', 'KakiharaTetsuya']"
10491,32828,Amaama to Inazuma,甘々と稲妻,TV,"Comedy, Slice of Life, Seinen","['Toei Video', 'Kodansha', 'Shin-Ei Animation', 'DAX Production', 'Asmik Ace Entertainment', 'Yomiuri TV Enterprise', 'Sumitomo']",['TMS Entertainment'],"Since the death of his wife, Kouhei Inuzuka has been caring for his young daughter Tsumugi to the best of his abilities. However, with his lack of culinary knowledge and his busy job as a teacher, he is left relying on ready-made meals from convenience stores to feed the little girl. Frustrated at his own incapability to provide a fresh, nutritious meal for his daughter, Kouhei takes up an offer from his student, Kotori Iida, to come have dinner at her family's restaurant. But on their very first visit, the father and daughter discover that the restaurant is often closed due to Kotori's mother being away for work and that Kotori often eats alone. After much pleading from his pupil, Kouhei decides to continue to go to the restaurant with Tsumugi to cook and share delicious homemade food with Kotori. Amaama to Inazuma follows the heartwarming story of a caring father trying his hardest to make his adorable little daughter happy, while exploring the meanings and values behind cooking, family, and the warm meals at home that are often taken for granted.","['EndouRina', 'HayamiSaori', 'NakamuraYuuichi', 'SekiTomokazu', 'TomatsuHaruka', 'KayanoAi', 'AraiSatomi', 'KugaKomugi', 'HikasaYouko', 'ShoukiTsuru']"
10493,32830,Chou Shounen Tanteidan Neo,超・少年探偵団NEO,TV,Mystery,['Tokyo MX'],['DLE'],The series will follow the descendant of Kobayashi from Edogawa Ranpo's series of detective novels.,"['HosoyaYoshimasa', 'EguchiTakuya', 'UesakaSumire', 'KimuraRyouhei', 'HanazawaKana', 'HoriiChado', 'KunoMisaki']"
10495,32832,Kaze no You ni,風のように,Movie,"Drama, Slice of Life",['Grooove'],['Ekura Animal'],"Sanpei is a boy beekeeper and the sole survivor of an accident that killed his entire family. Sanpei meets Chiyo, a girl who gets stung by a bee, and starts a new life in her village. Eventually, Sanpei cultivates the land that the villagers had abandoned, and then disappears. In the land now filled with flowers, Chiyo waits, believing Sanpei will return. (Source: ANN)",[]
10498,32836,Senki Zesshou Symphogear AXZ,戦姫絶唱シンフォギアAXZ〈アクシズ〉,TV,"Action, Music, Sci-Fi","['Memory-Tech', 'Bushiroad', 'MAGES.', 'King Records', 'Kinyosha']",['Satelight'],"Hibiki Tachibana has defeated many powerful enemies, saved countless innocent lives, and escaped from numerous desperate situations, but she is currently finding herself unable to escape from her most desperate situation yet—summer homework! Although her high school life is relatively unremarkable, her career as a member of the military organization S.O.N.G. is anything but. Using powerful, ancient armor known as Symphogear, Hibiki and her teammates work with the United Nations to deal with international disputes and disasters. During a mission briefing at headquarters, Hibiki is made aware of a mysterious organization known as the Bavarian Illuminati, who has been responsible for several major disasters in the past and currently operate in the war-torn country Val Verde. Together, Hibiki and her team infiltrate one of the Bavarian Illuminati's manufacturing plants and free hundreds of slaves. Exposed, alchemists Saint-Germain, Cagliostro, and Prelati reveal themselves as the organization's top brass, and—using alchemical powers—declare a global revolution while sacrificing thousands of lives. Faced with yet another threat to the world's survival, Hibiki and her allies must confront the Bavarian Illuminati in their most difficult and destructive battle yet.","['TakagakiAyahi', 'YuukiAoi', 'MizukiNana', 'KayanoAi', 'HikasaYouko', 'NanjouYoshino', 'IguchiYuka', 'IshikawaHideo', 'SugitaTomokazu', 'KunoMisaki']"
10499,32842,Panpaka Pants,パンパカパンツ,TV,"Comedy, Kids",['Shizuoka Broadcasting System'],['DLE'],series of shorts about pigs who wear underpants.,[]
10518,32866,Brave Witches,第502統合戦闘航空団 ブレイブウィッチーズ,TV,"Action, Ecchi, Magic, Military, Sci-Fi","['Kadokawa Shoten', 'Nippon Columbia', 'KlockWorx', 'Glovision', 'Sony PCL', 'Kadokawa Media House', 'Sanyo Bussan']",['Silver Link.'],"s humanity's war with the Neuroi—a mysterious, hostile alien race possessing weapons of unparalleled power—continues being fought across Europe and Africa, a new fighter squadron is formed. The 502nd Joint Fighter Wing, also known as the Brave Witches, operates on the eastern front, scouring the icy vastness of Orussia in search of alien invaders. However, one of the Brave Witches' members suffers severe injuries on her way to the squadron's headquarters, rendering her unable to participate in any operations. As a result, her sister, Hikari Karibuchi, volunteers to take her place. Though not possessing any special abilities or significant magical powers, she is determined to live up to the expectations of her new comrades and prove herself worthy of the name of a Witch.","['KakumaAi', 'TakamoriNatsumi', 'HaraYumi', 'MurakawaRie', 'IshidaKayo', 'IgarashiHiromi', 'TeruiHaruka', 'SatouRina', 'MizutaniMarin', 'SuegaraRie']"
10519,32867,Bungou Stray Dogs 2nd Season,文豪ストレイドッグス,TV,"Action, Mystery, Seinen, Super Power, Supernatural","['Lantis', 'Movic', 'KlockWorx', 'Bandai Namco Live Creative', 'Glovision', 'Lawson HMV Entertainment', 'Sony PCL']",['Bones'],"Despite their differences in position, three men—the youngest senior executive of the Port Mafia, Osamu Dazai, the lowest ranking member, Sakunosuke Oda, and the intelligence agent, Angou Sakaguchi—gather at the Lupin Bar at the end of the day to relax and take delight in the company of friends. However, one night, Angou disappears. A photograph taken at the bar is all that is left of the three together. Fast forward to the present, and Dazai is now a member of the Armed Detective Agency. The Guild, an American gifted organization, has entered the fray and is intent on taking the Agency's work permit. They must now divide their attention between the two groups, the Guild and the Port Mafia, who oppose their very existence.","['MiyanoMamoru', 'UemuraYuuto', 'TaniyamaKishou', 'KamiyaHiroshi', 'OnoKensho', 'SuwabeJunichi', 'HanazawaKana', 'IshidaAkira', 'ShimamuraYuu', 'MorohoshiSumire']"
10526,32876,Nameko: Sekai no Tomodachi,なめこ～せかいのともだち～,TV,"Comedy, Kids","['Zexcs', 'BeeWorks']",['Studio Deen'],Nameko Forest gathers nameko from all over the world. They form the Nameko Universal Ranger (NUR) to convey the charm of the forest. It's an everyday life of inviting new nameko with unique personalities to the forests. What incident will happen today?,"['FukuharaHaruka', 'MiyataKouki', 'KawamotoKunihiro', 'TanezakiAtsumi', 'IizukaMayumi']"
10527,32878,ēlDLIVE,エルドライブ 【ēlDLIVE】,TV,"Action, Sci-Fi, Space, Police, Shounen","['Yomiuri Telecasting', 'd-rights', 'Half H.P Studio', 'Shueisha', 'Tokuma Japan Communications', 'Tencent Japan']",['Studio Pierrot'],"Chuuta Kokonose is an orphan who lives with his aunt. For as long as he can remember, he's had a voice in his head, but other than that he's a normal boy—right until the day when a strange-looking thing follows him home and teleports him to a place filled with more fantastic creatures. It's a space police station, and Rein Brickke, the Chief of Solar System Department, tells him that he's been chosen by the computer as a possible candidate to join the police force. Misuzu Sonokata, a girl from Chuuta's school with an angelic face and ill temper who turns out to be one of Rein Brickke's subordinates, doesn't think him suitable for such a job. Chuuta, who was shocked at first, decides to take the aptitude test after being urged by the voice in his head and to prove Misuzu wrong.","['MuraseAyumu', 'HayamiSaori', 'SuzukiTatsuhisa', 'KugimiyaRie', 'MatsuokaYoshitsugu', 'Lynn', 'IidaRiho', 'KondouTakashi', 'KimuraAkiko', 'KamiyaHiroshi']"
10529,32881,Tiger Mask W,タイガーマスクW,TV,"Action, Sports, Drama, Shounen",['TV Asahi'],['Toei Animation'],"Two young wrestlers face each other in a recently revived underground wrestling organization, the Tiger's Lair, which destroyed the wrestling dojo they grew up in. One took over the training facilities of Naoto Date at the foot of Mount Fuji, as well as the mask he left behind. The other dared to enter the Tiger's Lair and won a fierce competition, receiving a jet-black tiger mask. One tiger walks the path of light, while the other walks the path of shadows. Neither one knows the other's face. On the ring, they are natural enemies, but they have the same purpose—destroy the Tiger's Lair! (Source: MAL News)","['YashiroTaku', 'UmeharaYuuichirou', 'HoriHideyuki', 'MoritaMasakazu', 'MimoriSuzuko', 'SuzumuraKenichi', 'KobayashiYuu', 'ShimadaBin', 'ShibataHidekatsu', 'ChibaChiemi']"
10530,32884,Shounen Ashibe 2: Ashibe no Kanashii Yume,アシベの悲しい夢,OVA,"Comedy, Slice of Life",['TBS'],['Life Work'],compilation film featuring content from the second Shounen Ashibe series.,[]
10533,32887,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,ダンジョンに出会いを求めるのは間違っているだろうか外伝 ソード・オラトリア,TV,"Action, Adventure, Fantasy","['Genco', 'Movic', 'Warner Bros.', 'KlockWorx', 'SoftBank Creative Corp.', 'MAGES.', 'Hakuhodo DY Music &amp; Pictures', 'Furyu']",['J.C.Staff'],"fter having descended upon this world, the gods have created guilds where adventurers can test their mettle. These guilds, known as ""familia,"" grant adventurers the chance to explore, gather, hunt, or simply enjoy themselves. Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria begins in Orario, the lively city of adventures. The Sword Princess, Ais Wallenstein, and the novice mage, Lefiya Viridis, are members of the Loki Familia, who are experts at monster hunting. With the rest of their group, they journey to the tower of Babel in hopes of exploring the dungeon underneath. Home to powerful monsters, the dungeon will fulfill Ais's desire to master her sword skills, while bringing Lefiya closer to her dream of succeeding Riveria Ljos Alf, vice-captain of the Loki Familia, as the most powerful mage in the land.","['OonishiSaori', 'KimuraJuri', 'MatsuokaYoshitsugu', 'MinaseInori', 'UchidaMaaya', 'HikasaYouko', 'SaitouSouma', 'OkamotoNobuhiko', 'MurakawaRie', 'IshigamiShizuka']"
